title,title2,genre,ratings,studio,type,rank,members,description,img_url,link
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Re:ZERO -Starting Life in Another World- Season 2,"['Drama', 'Fantasy', 'Suspense', 'Isekai', 'Psychological', 'Time Travel']",8.36,White Fox,TV,Ranked #194,"Members 981,680","A reunion that was supposed to spell the arrival of peaceful times is quickly shattered when Subaru Natsuki and Emilia return to Irlam village. Witnessing the devastation left behind by the calamities known as Sin Archbishops, Subaru sinks into the depths of despair as his ability to redo proves futile.

As the group makes their way to the Sanctuary in search of answers, Subaru has an unexpected encounter with the Witch of Greed—Echidna. Subjected to her untamed rhythm, he is forced to dive into the spirals of the past and future. At the same time, several mysterious threats set their sights on the Sanctuary, heralding a horrific fate for the hapless people trapped within.

Everlasting contracts, past sins, and unrequited love will clash and submerge into a river of blood in the second season of Re:Zero kara Hajimeru Isekai Seikatsu. Pushed to the brink of hopelessness, how long will Subaru's resolve to save his loved ones last?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1444/108005.jpg,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season
"Kanojo, Okarishimasu",Rent-a-Girlfriend,"['Comedy', 'Romance', 'Shounen']",7.14,TMS Entertainment,TV,Ranked #3330,"Members 861,099","Kazuya Kinoshita is a 20-year-old college student who has a wonderful girlfriend: the bright and sunny Mami Nanami. But suddenly, he doesn't. Without warning, Mami breaks up with him, leaving him utterly heartbroken and lonely. Seeking to soothe the pain, he hires a rental girlfriend through an online app. His partner is Chizuru Mizuhara, who through her unparalleled beauty and cute demeanor, manages to gain Kazuya's affection.

But after reading similar experiences other customers had had with Chizuru, Kazuya believes her warm smile and caring personality were all just an act to toy with his heart, and he rates her poorly. Aggravated, Chizuru lambastes him for his shameless hypocrisy, revealing her true pert and hot-tempered self. This one-sided exchange is cut short, however, when Kazuya finds out that his grandmother has collapsed.

They dash toward the hospital and find Kazuya's grandmother already in good condition. Baffled by Chizuru's presence, she asks who this girl might be. On impulse, Kazuya promptly declares that they are lovers, forcing Chizuru to play the part. But with Kazuya still hung up on his previous relationship with Mami, how long can this difficult client and reluctant rental girlfriend keep up their act?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1902/128382.jpg,https://myanimelist.net/anime/40839/Kanojo_Okarishimasu
The God of High School,,"['Action', 'Fantasy', 'Martial Arts', 'Super Power']",7.07,MAPPA,TV,Ranked #3656,"Members 805,634","The ""God of High School"" tournament has begun, seeking out the greatest fighter among Korean high school students! All martial arts styles, weapons, means, and methods of attaining victory are permitted. The prize? One wish for anything desired by the winner.

Taekwondo expert Jin Mo-Ri is invited to participate in the competition. There he befriends karate specialist Han Dae-Wi and swordswoman Yu Mi-Ra, who both have entered for their own personal reasons. Mo-Ri knows that no opponent will be the same and that the matches will be the most ruthless he has ever fought in his life. But instead of being worried, this prospect excites him beyond belief.

A secret lies beneath the facade of a transparent test of combat prowess the tournament claims to be—one that has Korean political candidate Park Mu-Jin watching every fight with expectant, hungry eyes. Mo-Ri, Dae-Wi, and Mi-Ra are about to discover what it really means to become the God of High School.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1722/107269.jpg,https://myanimelist.net/anime/41353/The_God_of_High_School
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",The Misfit of Demon King Academy,"['Action', 'Fantasy', 'Mythology', 'Reincarnation', 'School']",7.38,SILVER LINK.,TV,Ranked #2136,"Members 658,502","In the distant past, a war between humans and demons brought about widespread chaos and bloodshed. To put an end to this seemingly endless conflict, Demon King Anos Voldigoad willingly sacrificed his life, hoping to be reborn in a peaceful future.

In preparation for their king's return, the demon race created the Demon King Academy, an elite institution tasked with determining Anos' identity when he reawakens. He reincarnates two millennia later, but to his surprise, he soon learns that the level of magic in the world has drastically waned during his absence. Moreover, when he enrolls at the academy to reclaim his rightful title, he finds out that demonkind remembers him differently. His personality, his deeds, and even his legacy are all falsified—masked beneath the name of an impostor. This ""lack"" of common knowledge renders him the academy's outlier—a misfit never before seen in history.

Despite these drawbacks, Anos remains unfazed. As he sets out to uncover those altering his glorious past, he takes it upon himself to make his descendants recognize that their ruler has finally returned.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1126/108573.jpg,https://myanimelist.net/anime/40496/Maou_Gakuin_no_Futekigousha__Shijou_Saikyou_no_Maou_no_Shiso_Tensei_shite_Shison-tachi_no_Gakkou_e_Kayou
Enen no Shouboutai: Ni no Shou,Fire Force Season 2,"['Action', 'Supernatural', 'Shounen']",7.80,David Production,TV,Ranked #911,"Members 656,374","After his confrontation in the Nether with his younger brother Shou, Shinra Kusakabe's resolve to become a hero that saves lives from the flame terror strengthens. Finding a way to turn the Infernals back into people, unraveling the mystery of the Evangelist and Adolla Burst, and saving his mother and Shou—these are the goals Shinra has in mind. However, he has come to realize that attaining these goals will not be easy, especially with the imminent danger the Evangelist poses.

The Evangelist's plan is clear: to gather the eight pillars—the individuals who possess Adolla Burst—and sacrifice them to recreate the Great Cataclysm from 250 years ago. Having been revealed by the First Pillar that the birth of a new pillar is approaching, Shinra is determined to protect his fellow pillars from the Evangelist. Thus, the fiery battle between the Special Fire Force and the Evangelist ignites. Together with the Special Fire Force, Shinra's fight continues as he uncovers the truth about the Great Cataclysm and the nature of Adolla Bursts, as well as the mysteries behind human combustion. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1673/107657.jpg,https://myanimelist.net/anime/40956/Enen_no_Shouboutai__Ni_no_Shou
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,My Teen Romantic Comedy SNAFU Climax!,"['Comedy', 'Romance', 'Love Polygon', 'School']",8.37,feel.,TV,Ranked #188,"Members 639,325","Resolved to become a more independent person, Yukino Yukinoshita decides to smoothen things out with her parents, and the first step toward achieving that goal is to prove herself.

As graduation draws closer for the third-year students, Iroha Isshiki—the president of the student council—requests a graduation prom in collaboration with the Volunteer Service Club. Yukino accepts this request of her own volition, hoping to use it as a chance to demonstrate her self-reliance, but what lies ahead of her may prove to be a hard hurdle to cross.

Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan revolves around the graduation prom as emotions are poured into the preparations for the event. At the same time, a chance for the Volunteer Service Club members to better understand each other presents itself. And thus, Hachiman Hikigaya's hectic and bittersweet high school life begins to draw to a close.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1958/107912.jpg,https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan
Great Pretender,,"['Action', 'Adventure', 'Mystery', 'Adult Cast']",8.25,Wit Studio,TV,Ranked #292,"Members 573,945","A series of unfortunate events has led Makoto ""Edamame"" Edamura to adopt the life of crime—pickpocketing and scamming others for a living. However, after swindling a seemingly clueless tourist, Makoto discovers that he was the one tricked and, to make matters worse, that the police are now after him. 

While making his escape, he runs into the tourist once again, who turns out to be a fellow con man named Laurent Thierry, and ends up following him to Los Angeles. In an attempt to defend his self-proclaimed title of ""Japan's Greatest Swindler,"" Makoto challenges his rival to determine the better scammer. Accepting the competition, Laurent drops them off outside a huge mansion and claims that their target will be the biggest mafia boss on the West Coast.

Jumping from city to city, Great Pretender follows the endeavors of Makoto alongside the cunning Laurent and his colorful associates in the world of international high-stakes fraud. Soon, Makoto realizes that he got more than what he bargained for as his self-declared skills are continually put to the test.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1418/107954.jpg,https://myanimelist.net/anime/40052/Great_Pretender
Sword Art Online: Alicization - War of Underworld 2nd Season,Sword Art Online: Alicization - War of Underworld Part 2,"['Action', 'Adventure', 'Fantasy', 'Video Game']",7.47,A-1 Pictures,TV,Ranked #1801,"Members 533,162","The final battle against the Dark Territory drags on, as players from all over the world flood the Underworld's servers and plunge the Human Empire into utter chaos. Asuna Yuuki and her friends defend their new allies with everything they have, but their numbers are falling. Meanwhile, Alice Zuberg heads toward the World's End Altar while Gabriel ""Vecta"" Miller relentlessly pursues her.

Meanwhile, members of Rath strategize a plan in an attempt to restore Kirito's damaged fluctlight. However, the intruders occupying the main control room have other plans. Surrounded by death and despair, when all hope seems to be lost, one voice reaches out to Kirito—a familiar one saying, ""I will always be by your side.""

Sword Art Online: Alicization - War of Underworld 2nd Season is the epic conclusion to Akihiko Kayaba's dream of creating artificial human intelligence. Now it is up to Kirito and his friends to protect this collapsing world from the people that still think it is just a game.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1438/105106.jpg,https://myanimelist.net/anime/40540/Sword_Art_Online__Alicization_-_War_of_Underworld_2nd_Season
Uzaki-chan wa Asobitai!,Uzaki-chan Wants to Hang Out!,"['Comedy', 'Adult Cast', 'Romantic Subtext']",7.01,ENGI,TV,Ranked #3950,"Members 411,836","At the start of her freshman year in college, Hana Uzaki reunites with Shinichi Sakurai, an upperclassman who was in the same club as her during her high school days. However, much to her surprise, the once active senior has ended up becoming a ""lonesome"" student, preferring to spend his free time in quiet peace.

Uzaki does whatever she can to keep Sakurai from being ""alone,"" from convincing him to go to the movies to going to his part-time workplace. While Sakurai finds her irritating and tiresome, he still goes along with Uzaki's hijinks and shenanigans, even if he knows that her perky personality will only lead the two of them into various comical situations.

Even so, as the days pass by, their relationship only gets better, to the point where people around them misinterpret them to be a couple. At any rate, whenever Uzaki wants to hang out with her upperclassman, fun and adorable wackiness is sure to follow!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1540/108292.jpg,https://myanimelist.net/anime/41226/Uzaki-chan_wa_Asobitai
Deca-Dence,,"['Action', 'Adventure', 'Sci-Fi']",7.38,Nut,TV,Ranked #2152,"Members 278,349","Far in the future, the lifeforms known as Gadoll suddenly arose as a threat to humanity. The last surviving humans on Earth confine themselves to the Tank, a lower district in the giant mobile fortress Deca-Dence. While the Gears who live on the upper floors are warriors who go out to fight as part of the Power, most Tankers are content to provide support from the backlines, butchering Gadoll meat and reinforcing defenses. Natsume is among those who would rather go to the front lines; undeterred by her prosthetic right arm, she seeks to join the small number of Tanker soldiers who join the Gears in combat. 

But despite her peers at the orphanage each receiving their work assignments, Natsume’s enlistment to the Power remains unapproved. In the meantime, she begins a job as a cleaner in an armor repair team led by the hard-nosed and apathetic Kaburagi, who seems to be more than he lets on. Though initially cold to his idealistic subordinate, he soon recognizes in her the potential to upset the status quo of the world. As Natsume’s new mentor, Kaburagi prepares her for the special and unique role as a game-changing bug in the system.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1627/107552.jpg,https://myanimelist.net/anime/40056/Deca-Dence
