title,title2,genre,ratings,studio,type,rank,members,description,img_url,link
"Fuufu Ijou, Koibito Miman.","More than a married couple, but not lovers.","['Comedy', 'Romance', 'School', 'Seinen']",7.63,studio MOTHER,TV,Ranked #1288,"Members 119,239","Third-year high school student Jirou Yakuin is in love with his childhood friend and classmate, Shiori Sakurazaka. Thus, he hopes to be paired with her for the ""marriage practical"": their school's practice of randomly selecting boy-girl pairs to live as pretend married couples while monitoring and rating them on how close they have gotten. Meanwhile, the lively Akari Watanabe wants to be assigned to her crush, the popular and good-looking Minami Tenjin.

Much to their dismay, Jirou and Akari find out that not only have they been paired together, but so have Shiori and Minami! Determined to be with their crushes, Jirou and Akari strive to earn as many points as possible, as the top 10 pairs earn the right to switch their partners—so long as both couples agree.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1713/126442.jpg,https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman
Urusei Yatsura (2022),Urusei Yatsura,"['Comedy', 'Romance', 'Sci-Fi', 'Gag Humor', 'Shounen']",7.32,David Production,TV,Ranked #2382,"Members 111,070","When aliens known as the Oni threaten to invade the Earth, they promise to leave under one condition—a randomly-chosen human must win a one-on-one game of tag against Lum, the beautiful daughter of the Oni leader. The ""lucky"" person selected happens to be the lustful and unlucky high schooler Ataru Moroboshi. Given 10 days to attempt to grab Lum's horns, Ataru realizes how impossible the challenge is as he is faced with Lum's extraterrestrial powers.

Motivated by a promise of marriage from his childhood friend Shinobu Miyake, Ataru manages to catch Lum off guard. He mistakenly grabs hold of her bikini top first, but he eventually achieves his true goal. Although the game is over, Lum misunderstands that she is the one whom Ataru wants to marry, and she decides to move in with him. The poor student constantly tries to shake off the clingy Lum while doing his best to reconcile with his desired fiancée. After Ataru's heroic feat results in such a disastrous outcome, it is questionable whether luck will ever be on his side.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1233/129144.jpg,https://myanimelist.net/anime/50710/Urusei_Yatsura_2022
Bocchi the Rock!,,"['Comedy', 'CGDCT', 'Music']",8.73,CloverWorks,TV,Ranked #42,"Members 110,540","Yearning to make friends and perform live with a band, lonely and socially anxious Hitori ""Bocchi"" Gotou devotes her time to playing the guitar. On a fateful day, Bocchi meets the outgoing drummer Nijika Ijichi, who invites her to join Kessoku Band when their guitarist, Ikuyo Kita, flees before their first show. Soon after, Bocchi meets her final bandmate—the cool bassist Ryou Yamada. 

Although their first performance together is subpar, the girls feel empowered by their shared love for music, and they are soon rejoined by Kita. Finding happiness in performing, Bocchi and her bandmates put their hearts into improving as musicians while making the most of their fleeting high school days.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1448/127956.jpg,https://myanimelist.net/anime/47917/Bocchi_the_Rock
Mairimashita! Iruma-kun 3rd Season,Welcome to Demon School! Iruma-kun Season 3,"['Comedy', 'Fantasy', 'Isekai', 'Mythology', 'School', 'Shounen']",8.15,Bandai Namco Pictures,TV,Ranked #393,"Members 104,245","Following their heroic efforts at Walter Park, the students of the misfit class return to Babyls Demon School after their summer vacation. What awaits them is not only adoration and admiration but also the shocking revelation that, in order to stay in the luxurious Royal One classroom, the entire class must be promoted to Dalet rank before entering the second year.

As the Harvest and Music Festivals are right around the corner, there seem to be ample opportunities to rank up. Doing so will not be simple, however, as no class thus far has managed to accomplish such a feat. Hoping to give the misfit class a chance to achieve the improbable, the school appoints special tutors to aid in confronting the challenges that lie ahead.

With his sights set beyond Dalet, Iruma Suzuki decides to take strides toward the goal of ranking up, starting with gaining acknowledgement from his special tutor: the short-tempered and selfish Bachiko Barbatos.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1688/128720.jpg,https://myanimelist.net/anime/49784/Mairimashita_Iruma-kun_3rd_Season
Shinobi no Ittoki,,"['Action', 'School']",6.15,TROYCA,TV,Ranked #8460,"Members 98,123","Ittoki Sakuraba fails to understand why his mother, his uncle, and his childhood friend, Kousetsu, seem to take his security so seriously. Kousetsu constantly follows and observes him with no regard for his privacy, focusing only on keeping him safe every waking moment. But the consistent hounding starts making sense when an adorable second-year student at his high school, Satomi Tsubaki, asks Ittoki out on a date. Though initially innocent, Tsubaki's true intentions soon become apparent when Ittoki visits her house; she plans to assassinate him, and she is not alone. Surprisingly, the ones who come to his aid are his uncle and Kousetsu—donning their dark and deadly ninja attire. 

After Ittoki is escorted to safety, his mother reveals the truth: he is the 19th heir to a noble clan of ninjas known as the Iga, and the target of assassination by their rival clan, the Koga. In order to protect himself against this new threat, Ittoki must hone his skills at the only ninja academy remaining in Japan: the Kokuten Ninja Academy.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1476/125643.jpg,https://myanimelist.net/anime/51098/Shinobi_no_Ittoki
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",Beast Tamer,"['Action', 'Fantasy', 'Harem']",7.01,EMT Squared,TV,Ranked #3958,"Members 84,631","Among all the beasts that roam the world, there are unique types of ""ultimate species"" that harbor immense strength and magical prowess considered to be at the top of the power scale. As such, many humans covet their abilities, leading some of these species to the brink of extinction.

As a beast tamer, Rein Shroud can employ the assistance of various animals for many tasks, such as reconnaissance and logistics. By virtue of his ability, he joins a party led by the vile and manipulative hero Arios Orlando, only to be banished after six months due to his uselessness as a non-combative class.

However, unbeknownst to the team that cast him away, Rein is an exception among beast tamers. His potential becomes apparent when he meets Kanade—a cat spirit who is also one of the ultimate species—and is able to form a contract with her. With Kanade by his side, Rein sets out on his journey as an adventurer, steadily rising up the ranks and meeting more ultimate species along the way.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1084/126652.jpg,https://myanimelist.net/anime/52046/Yuusha_Party_wo_Tsuihou_sareta_Beast_Tamer_Saikyoushu_no_Nekomimi_Shoujo_to_Deau
Akuyaku Reijou nano de Last Boss wo Kattemimashita,"I'm the Villainess, So I'm Taming the Final Boss","['Comedy', 'Fantasy', 'Romance', 'Isekai', 'Shoujo']",7.45,Maho Film,TV,Ranked #1860,"Members 84,244","Aileen Lauren Dautriche's life changes forever on the day her engagement with the crown prince Cedric Jeanne Elmir is nullified so he can be together with Lilia Rainworth. The event triggers Aileen's memories from her past life—she has been reincarnated in an otome game as the villainess, who is destined to die in the final act. To prevent her predetermined demise, Aileen has only one option: to court the game's last boss, Claude Jeanne Elmir—the proclaimed ""Demon King"" and Cedric's half-brother—and marry him.

However, it is easier said than done, as Claude distrusts her intentions. Instead of giving up, Aileen adamantly tries to win his heart by helping Claude fulfill his wish: to build peace between humankind and demonic beasts. But time is running out, and it is up to Aileen to change the course of not only her tragic ending but Claude's as well.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1648/126110.jpg,https://myanimelist.net/anime/49979/Akuyaku_Reijou_nano_de_Last_Boss_wo_Kattemimashita
Akiba Meido Sensou,Akiba Maid War,"['Action', 'Comedy']",7.51,P.A. Works,TV,Ranked #1664,"Members 74,026","The innocent Nagomi Wahira has always admired the cute girls serving at maid cafes. Hoping to fulfill her dream of becoming one, she moves to Akihabara to work at the maid cafe Ton Tokoton.

Nagomi's first day seems completely normal—until she has to run an ""errand"" at a rival maid cafe along with her fellow recruit, the mature Ranko Mannen. There, things quickly go south, and Nagomi soon gets her first taste of Akihabara's violent maid wars. As she watches Ranko calmly battle her way through a horde of gun- and knife-wielding maids, Nagomi realizes that maid cafes are drastically unlike what she had envisioned.

While struggling to reconcile her expectations with the harsh reality she finds herself in, Nagomi searches for the enjoyment she once saw in the lives of maids.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1217/129604.jpg,https://myanimelist.net/anime/52193/Akiba_Meido_Sensou
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,I've Somehow Gotten Stronger When I Improved My Farm-Related Skills,"['Action', 'Adventure', 'Fantasy']",5.83,Studio A-CAT,TV,Ranked #10054,"Members 65,814","Al Wayne's greatest goal is to become the best farmer he can be. With utmost effort, he reaches the apex of his farming skills and earns the title of a first-rate cultivator. Due to this achievement, Al gains a substantial upgrade to his stats which now eclipse even the strength of legendary heroes of old.

Soon after discovering his potential, the royal family enlists his help against the rising number of disasters that coincidentally began right as his true power was awakened. Although reluctant, Al concedes that in order to protect his precious fields, he must do his best to keep all threats at bay.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1384/127328.jpg,https://myanimelist.net/anime/51128/Noumin_Kanren_no_Skill_bakka_Agetetara_Nazeka_Tsuyoku_Natta
Do It Yourself!!,,"['Slice of Life', 'CGDCT']",7.52,Pine Jam,TV,Ranked #1627,"Members 65,643","The Fourth Industrial Revolution has led to the development of cutting-edge technologies that have rapidly evolved the world. As a result, schools have begun incorporating these technologies into their curriculum, leaving behind the ways of the old. One such institution is the elite Yuyu Girls' Vocational High School, where both Serufu Yua and her childhood friend, Miku ""Purin"" Suride, have applied. Although the tech-savvy Purin is accepted to Yuyu High, the accident-prone Serufu is rejected and enters the traditional Gatagata Girls' High School instead, driving a wedge into their friendship.

On her way to class one day, Serufu gets into a bike accident, and Rei Yasaku, a passerby who attends the same school, fixes her damaged bicycle. Serufu later finds out that Rei has a passion for old-fashioned crafts and is the head of the school's Do-It-Yourself (DIY) Club—which is in danger of closing due to a lack of members.

Realizing that this may be her chance to repair her relationship with Purin, Serufu joins the club in hopes of creating projects that could bring them together once more. As the DIY Club welcomes new faces, Serufu learns to build not only handicrafts but also new friendships along the way!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1408/127129.jpg,https://myanimelist.net/anime/48542/Do_It_Yourself
Kidou Senshi Gundam: Suisei no Majo,Mobile Suit Gundam: The Witch from Mercury,"['Sci-Fi', 'Mecha', 'School', 'Space']",7.98,Sunrise,TV,Ranked #603,"Members 64,224","Suletta Mercury leaves her planet and enters the Asticassia School of Technology at the behest of her mother. There, right and wrong are determined through duels between students, and the top-ranking duelist will receive Miorine Rembran as their fiancée—this prize being decided by Miorine's father.

When Guel Jeturk, the best pilot in school and Miorine's current fiancé, demands that his betrothed move in with him, Suletta disapproves, so Guel challenges her. Although she emerges as champion, Suletta is subsequently detained on suspicion of piloting a forbidden type of mobile suit—a GUND-ARM, or ""Gundam""—which results in her victory being voided.

Miorine refuses to accept any more injustices and proposes another duel with even higher stakes. Now, Suletta must triumph a second time, otherwise she will be expelled and the Gundam Aerial that means so much to her will be destroyed.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1440/127624.jpg,https://myanimelist.net/anime/49828/Kidou_Senshi_Gundam__Suisei_no_Majo
Renai Flops,Love Flops,"['Comedy', 'Romance', 'Ecchi', 'Harem', 'School']",6.51,Passione,TV,Ranked #6492,"Members 59,562","In the near future when technology has significantly advanced, a famous AI TV fortune teller seemingly foresees high school student Asahi Kashiwagi's day with pinpoint accuracy. On his way to school, he encounters Aoi Izumisawa, Bai Mongfa, Karin Istel, Amelia Irving, and Ilya Ilyukhin. Despite meeting them for the first time, Asahi suddenly receives love confessions from all of them at the end of the same day, perfectly aligning with the fortune teller's prediction.

As if that was not enough, Asahi soon learns that these five individuals are actually candidates to become his bride, and they have been invited by his father to live at Asahi's home. Left with no other choice, he reluctantly allows them to stay, resulting in a bawdy turn of events that brightens up his average high school life.

However, as Asahi spends more time with them, forgotten memories gradually resurface. While uncovering the hidden truth, Asahi begins to believe that his fate with these potential partners might be more than just mere coincidence.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1620/130589.jpg,https://myanimelist.net/anime/51403/Renai_Flops
Golden Kamuy 4th Season,Golden Kamuy Season 4,"['Action', 'Adventure', 'Adult Cast', 'Historical', 'Military', 'Seinen']",8.32,Brain's Base,TV,Ranked #219,"Members 58,756",Fourth season of Golden Kamuy.,https://cdn.myanimelist.net/images/anime/1855/128059.jpg,https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season
Arknights: Reimei Zensou,Arknights Animation: Prelude to Dawn,"['Action', 'Fantasy']",7.76,Yostar Pictures,TV,Ranked #979,"Members 55,879","In the land of Terra, natural disasters of unknown causes have been occurring irregularly in many areas. Therefore, the majority of the people, in order to escape those natural disasters, came to live in mobile cities developed over the years. The Originium left behind at the site of such Catastrophes, has led to the rapid progress of civilization due to their immense energy. But it also brought something else with it — an incurable disease called Oripathy.

Because the bodies of those with Oripathy gradually crystalize and become a new source of infection at the time of death, in many countries, the Infected are subject to persecution under regimes of segregation and forced labor. Those who were oppressed by the governments are starting to rebel. Rhodes Island, a pharmaceutical company researching a cure for Oripathy, takes up their arms and starts a conquest trying to save all the people from the disease.

(Source: Official Site, translated, edited)",https://cdn.myanimelist.net/images/anime/1644/128406.jpg,https://myanimelist.net/anime/50205/Arknights__Reimei_Zensou
Koukyuu no Karasu,Raven of the Inner Palace,"['Fantasy', 'Mystery', 'Historical', 'Mythology', 'Josei']",7.37,Bandai Namco Pictures,TV,Ranked #2181,"Members 49,110","Among the royal court, there is an individual feared as much as revered: the Raven Consort Liu Shouxue. Residing in her jet-black palace and isolated from the emperor, she is the subject of countless rumors. Claimed to possess mystic abilities, she is said to take on any request—from finding lost items to inflicting curses. While some call her an immortal sage, others believe her to be a terrifying revenant. But such comments fail to faze Liu Shouxue, who prefers to spend her days in quiet solitude. That is, until the emperor, Xia Gaojun, barges into her court and asks for her assistance with a mysterious case.

The young emperor's request requires Liu Shouxue to step out of her palace for the first time. Despite Xia Gaojun's frequent visits annoying her to no end, she cannot bring herself to turn him away. Her predecessor's teachings echo in her ears: the Raven Consort is destined to remain forever alone and never desire anything. Yet Liu Shouxue finds herself making the first of several bonds when she asks Jiujiu, an innocently inquisitive court girl, to be her sole attendant.

Together, they begin fulfilling requests from the people of the palace. However, unknown perils lurk in the outside world, and drawing attention to herself may bring Liu Shouxue face-to-face with a past that is better left undisturbed.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1932/127228.jpg,https://myanimelist.net/anime/50590/Koukyuu_no_Karasu
Futoku no Guild,Immoral Guild,"['Comedy', 'Fantasy', 'Ecchi', 'Harem', 'Shounen']",6.24,TNK,TV,Ranked #8008,"Members 46,521","Despite having a good reputation as one of the most seasoned guards in the local guild of Mebuki, Kikuru Madan believes he has been wasting his youth and hopes to spend the rest of it like any other person. However, his conscience prevents him from retiring at present, as he worries about the guild's future without him.

Coincidentally—as if to help him find his successor—the guild's receptionist, Enome, assigns Kikuru four fresh recruits: the energetic beastwoman Hitamu ""Hitamuki"" Kyan, the prodigy Maidena Ange, the laid-back Toxico Dannar, and the stalwart Hanabata Nohkins. Although each of them possesses significant talents, they also display characteristics that detract from their potential—including Hitamu's extreme clumsiness and Hanabata's unintentional perverseness.

As if there was not enough to deal with, the monsters outside Mebuki's walls start exhibiting odd behavior by targeting women salaciously, causing the party endless problems in more ways than one. Nevertheless, Kikuru is committed to retiring early; to achieve his goal, the guidance he gives the trainees will be absolutely essential.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1651/128718.jpg,https://myanimelist.net/anime/51212/Futoku_no_Guild
KanColle: Itsuka Ano Umi de,KanColle Season 2: Let's Meet at Sea,"['Action', 'Sci-Fi', 'Slice of Life', 'Military', 'School']",7.06,ENGI,TV,Ranked #3734,"Members 46,362",New series set in the world of Kantai Collection focused on the late-war efforts of the destroyer Shigure and the fleet to which she was assigned during the Battle of Leyte Gulf.,https://cdn.myanimelist.net/images/anime/1996/128721.jpg,https://myanimelist.net/anime/30455/KanColle__Itsuka_Ano_Umi_de
Mushikaburi-hime,Bibliophile Princess,"['Drama', 'Fantasy', 'Romance', 'Shoujo']",7.10,Madhouse,TV,Ranked #3540,"Members 43,107","For generations, the Bernstein family has been recognized as a house of nobles who favor books over everything else. Elianna Bernstein, daughter of a baron of the Sauslind Kingdom, is no different. But instead of being called a bookworm, she is known as the Bibliophile Princess.

Four years ago, the crown prince, Christopher Selkirk Asherald, offered Elianna a special arrangement: if she would become his fiancée, he promised that she could continue to spend all her free time reading. Despite having to inherit a title of great responsibility, she agreed to the proposal, enticed by the prospect of gaining access to the royal archives housing a wide selection of books.

To this day, Elianna firmly believes that her engagement is void of romantic sentiment. When she notices Christopher's interactions with another girl, she presumes that the days she spends with him will soon reach an end. Yet, during this period of uncertainty, Elianna and Christopher open a new chapter in their relationship, gradually uncovering their genuine feelings as they grow to better understand each other.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1256/128714.jpg,https://myanimelist.net/anime/50923/Mushikaburi-hime
Peter Grill to Kenja no Jikan: Super Extra,Peter Grill and the Philosopher's Time: Super Extra,"['Comedy', 'Fantasy', 'Ecchi', 'Harem']",6.28,"Seven,             Wolfsbane",TV,Ranked #7803,"Members 36,735",Second season of Peter Grill to Kenja no Jikan.,https://cdn.myanimelist.net/images/anime/1702/128716.jpg,https://myanimelist.net/anime/50348/Peter_Grill_to_Kenja_no_Jikan__Super_Extra
Shinmai Renkinjutsushi no Tenpo Keiei,Management of a Novice Alchemist,"['Adventure', 'Fantasy', 'Slice of Life']",6.59,ENGI,TV,Ranked #5987,"Members 35,199","After her parents are killed by bandits, young Sarasa Feed is sent to an orphanage where she learns about the prestigious world of alchemy. Determined to follow in her late parents' footsteps and become an independent business owner, she enrolls at the Royal Alchemist Academy to train and get certified as an official alchemist.

Five years later, Sarasa graduates from the institution and nearly achieves her dream before realizing that she lacks the funds to do so. Left with little choice, she makes do with a low-priced storefront in a town situated far away from the bustling capital. Despite the threat of treacherous terrain and dangerous monsters in the remote countryside, Sarasa begins her exciting new life as an alchemist.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1993/125560.jpg,https://myanimelist.net/anime/49849/Shinmai_Renkinjutsushi_no_Tenpo_Keiei
Cool Doji Danshi,"Play It Cool, Guys",['Comedy'],7.43,Pierrot,TV,Ranked #1942,"Members 34,220","Despite their distinctive personalities, Souma Shiki, Hayate Ichikura, Shun Futami, and Takayuki Mima all have one thing in common: though naturally clumsy, the four disguise their embarrassment from tiny slip-ups by maintaining a composed demeanor. However, it is actually the guys' airheaded natures that makes the girls' hearts throb. No matter what happens in their daily lives, the boys do their best to not lose their cool!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1779/127719.jpg,https://myanimelist.net/anime/51680/Cool_Doji_Danshi
